instance,n,root lb,root ub,root gap,root time,ub,lb,gap,time,nodes
in10_004.out,25,3460,3460,0.00,39.4,3460,3460,0.00,39.41,1
in10_005.out,25,3288,3288,0.00,15.14,3288,3288,0.00,15.14,1
in10_006.out,25,3699,3699,0.00,100.77,3699,3699,0.00,100.81,1
in10_007.out,25,3478,3478,0.00,26.36,3478,3478,0.00,26.37,1
in10_008.out,25,3455,3455,0.00,18.58,3455,3455,0.00,18.59,1
in10_009.out,25,3622,3622,0.00,37.17,3622,3622,0.00,37.18,1
in10_010.out,25,3391,3391,0.00,30.75,3391,3391,0.00,30.76,1
in10_011.out,25,3521,3521,0.00,13.79,3521,3521,0.00,13.79,1
in10_012.out,25,3392,3392,0.00,49.07,3392,3392,0.00,49.07,1
in10_013.out,25,3191,3191,0.00,22.52,3191,3191,0.00,22.52,1
in10_014.out,25,3462,3462,0.00,62.26,3462,3462,0.00,62.27,1
in10_015.out,25,3513,3513,0.00,13.08,3513,3513,0.00,13.08,1
in10_016.out,25,2896,2896,0.00,18.98,2896,2896,0.00,18.98,1
in10_017.out,25,2692,2692,0.00,17.09,2692,2692,0.00,17.1,1
in10_018.out,25,3485,3485,0.00,21,3485,3485,0.00,21,1
in10_019.out,25,3360,3360,0.00,18.51,3360,3360,0.00,18.51,1
in10_020.out,25,3259,3259,0.00,8.29,3259,3259,0.00,8.29,1
in10_021.out,25,2749,2749,0.00,12.68,2749,2749,0.00,12.69,1
in10_022.out,25,3261,3261,0.00,24.9,3261,3261,0.00,24.91,1
in10_023.out,25,3104,3104,0.00,21.08,3104,3104,0.00,21.09,1
in10_024.out,25,3153,3153,0.00,13.6,3153,3153,0.00,13.61,1
in10_025.out,25,3580,3580,0.00,29.87,3580,3580,0.00,29.87,1
in10_026.out,25,3298,3298,0.00,16.22,3298,3298,0.00,16.23,1
in10_027.out,25,3136,3136,0.00,12.95,3136,3136,0.00,12.95,1
in10_028.out,25,2618,2618,0.00,18.74,2618,2618,0.00,18.74,1
in10_029.out,25,2904,2904,0.00,12.94,2904,2904,0.00,12.94,1
in10_030.out,25,2786,2786,0.00,53.67,2786,2786,0.00,53.69,1
in10_031.out,25,2621,2621,0.00,34.73,2621,2621,0.00,34.74,1
in10_032.out,25,2820,2820,0.00,11.82,2820,2820,0.00,11.83,1
in10_033.out,25,3106,3106,0.00,22.14,3106,3106,0.00,22.14,1
in10_034.out,25,3368,3368,0.00,29.95,3368,3368,0.00,29.96,1
in10_035.out,25,3058,3058,0.00,18.68,3058,3058,0.00,18.69,1
in10_036.out,25,2496,2496,0.00,13.15,2496,2496,0.00,13.16,1
in10_037.out,25,3224,3224,0.00,27.93,3224,3224,0.00,27.93,1
in10_038.out,25,3295,3295,0.00,27.85,3295,3295,0.00,27.85,1
in10_039.out,25,3179,3179,0.00,28.8,3179,3179,0.00,28.81,1
in10_040.out,25,3214,3214,0.00,29.33,3214,3214,0.00,29.34,1
in10_041.out,25,3289,3289,0.00,33.71,3289,3289,0.00,33.71,1
in10_042.out,25,2879,2879,0.00,16.2,2879,2879,0.00,16.21,1
in10_043.out,25,3500,3500,0.00,33.27,3500,3500,0.00,33.27,1
in10_044.out,25,2889,2889,0.00,19.21,2889,2889,0.00,19.21,1
in10_045.out,25,2905,2905,0.00,16.58,2905,2905,0.00,16.59,1
in10_046.out,25,3313,3313,0.00,44.98,3313,3313,0.00,44.99,1
in10_047.out,25,3199,3199,0.00,53.69,3199,3199,0.00,53.69,1
in10_048.out,25,3050,3050,0.00,39.68,3050,3050,0.00,39.69,1
in10_049.out,25,3247,3247,0.00,21.28,3247,3247,0.00,21.28,1
in10_050.out,25,2667,2667,0.00,16.92,2667,2667,0.00,16.93,1
in10_051.out,25,2830,2830,0.00,13.29,2830,2830,0.00,13.29,1
in10_052.out,25,3166,3166,0.00,26.24,3166,3166,0.00,26.24,1
in10_053.out,25,2940,2940,0.00,15.96,2940,2940,0.00,15.96,1
in10_054.out,25,2968,2968,0.00,25.89,2968,2968,0.00,25.9,1
in10_055.out,25,3170,3170,0.00,62.18,3170,3170,0.00,62.19,1
in10_056.out,25,3205,3205,0.00,25.54,3205,3205,0.00,25.54,1
in10_057.out,25,3089,3089,0.00,12.51,3089,3089,0.00,12.51,1
in10_058.out,25,3306,3306,0.00,20.35,3306,3306,0.00,20.35,1
in10_059.out,25,3095,3095,0.00,19.62,3095,3095,0.00,19.63,1
in10_060.out,25,2555,2555,0.00,22.96,2555,2555,0.00,22.96,1
in10_061.out,50,6645,6679,0.51,720.41,6661,6661,0.00,1241.73,3
in10_062.out,50,6840,6840,0.00,791.59,6840,6840,0.00,791.62,1
in10_063.out,50,5923,5942,0.32,618.46,5942,5942,0.00,1774.79,3
in10_064.out,50,5591,5591,0.00,362.54,5591,5591,0.00,362.58,1
in10_065.out,50,5337,5368,0.58,522.49,5356,5356,0.00,1084.91,3
in10_066.out,50,5865,5865,0.00,841.85,5865,5865,0.00,841.89,1
in10_067.out,50,6640,6655,0.23,1147.6,6655,6655,0.00,25010.2,5
in10_068.out,50,6847,6870,0.34,922.28,6868,6868,0.00,2395.26,3
in10_069.out,50,6497,6521,0.37,985.35,6519,6519,0.00,5048.46,3
in10_070.out,50,6581,6581,0.00,609.37,6581,6581,0.00,609.39,1
in10_071.out,50,6703,6703,0.00,439.21,6703,6703,0.00,439.22,1
in10_072.out,50,5746,5746,0.00,618.63,5746,5746,0.00,1093.21,3
in10_073.out,50,5485,5485,0.00,366.14,5485,5485,0.00,366.17,1
in10_074.out,50,6303,6303,0.00,1216.5,6303,6303,0.00,1216.63,1
in10_075.out,50,5841,5841,0.00,683.43,5841,5841,0.00,683.5,1
in10_076.out,50,6259,6259,0.00,597.78,6259,6259,0.00,597.79,1
in10_077.out,50,5485,5487,0.04,845.92,5487,5487,0.00,1028.15,5
in10_078.out,50,5969,5969,0.00,277.56,5969,5969,0.00,277.59,1
in10_079.out,50,6149,6184,0.57,1036.74,6172,6172,0.00,11917.2,9
in10_080.out,50,6398,6398,0.00,1263.81,6398,6398,0.00,1263.82,1
in10_081.out,50,5146,5154,0.16,735.24,5149,5149,0.00,1470.21,3
in10_082.out,50,5729,5729,0.00,232.45,5729,5729,0.00,232.47,1
in10_083.out,50,5263,5280,0.32,773.94,5278,5278,0.00,13168.4,7
in10_084.out,50,5459,5467,0.15,434.17,5466,5466,0.00,861.15,3
in10_085.out,50,4724,4724,0.00,298.53,4724,4724,0.00,298.55,1
in10_086.out,50,5082,5089,0.14,763.8,5089,5089,0.00,8162.12,5
in10_087.out,50,5808,5818,0.17,452.94,5818,5818,0.00,866.47,3
in10_088.out,50,5628,5628,0.00,548.88,5628,5628,0.00,548.9,1
in10_089.out,50,4851,4866,0.31,605.6,4866,4866,0.00,4034.82,5
in10_090.out,50,6312,6328,0.25,851.11,6325,6325,0.00,2636.06,5
in10_091.out,50,5336,5348,0.22,692.33,5348,5348,0.00,10886.3,5
in10_092.out,50,5290,5290,0.00,360.41,5290,5290,0.00,360.46,1
in10_093.out,50,5508,5513,0.09,800.6,5513,5513,0.00,1235.25,3
in10_094.out,50,4867,4879,0.25,756.13,4879,4879,0.00,2119.45,3
in10_095.out,50,6115,6129,0.23,911.77,6127,6127,0.00,12004,9
in10_096.out,50,5353,5368,0.28,659.49,5366,5366,0.00,5160.44,7
in10_097.out,50,5678,5678,0.00,267.07,5678,5678,0.00,267.08,1
in10_098.out,50,5841,5845,0.07,688.49,5845,5845,0.00,1144.8,3
in10_099.out,50,4681,4687,0.13,542.64,4687,4687,0.00,2267.58,3
in10_100.out,50,5603,5616,0.23,718.99,5616,5616,0.00,8596.9,7
in10_101.out,50,5830,5833,0.05,752.31,5833,5833,0.00,1170.31,3
in10_102.out,50,5097,5101,0.08,615.25,5098,5098,0.00,944.26,3
in10_103.out,50,5326,5329,0.06,641.62,5329,5329,0.00,1104.78,3
in10_104.out,50,6199,6199,0.00,354.12,6199,6199,0.00,354.14,1
in10_105.out,50,5599,5599,0.00,237.16,5599,5599,0.00,237.37,1
in10_106.out,50,5190,5190,0.00,300.39,5190,5190,0.00,300.4,1
in10_107.out,50,5520,5530,0.18,841.11,5529,5529,0.00,1768.67,3
in10_108.out,50,5524,5524,0.00,464.38,5524,5524,0.00,464.4,1
in10_109.out,50,5877,5888,0.19,864.57,5888,5888,0.00,7459.19,5
in10_110.out,50,5544,5549,0.09,651.34,5547,5547,0.00,1240.12,3
in10_111.out,50,5182,5182,0.00,178.59,5182,5182,0.00,178.6,1
in10_112.out,50,5727,5729,0.03,1036.15,5729,5729,0.00,1532.82,3
in10_113.out,50,5612,5612,0.00,270.38,5612,5612,0.00,270.45,1
in10_114.out,50,5996,6001,0.08,735.09,6001,6001,0.00,2789.62,5
in10_115.out,50,5218,5224,0.11,917.46,5224,5224,0.00,2529.07,3
in10_116.out,50,5358,5358,0.00,237.75,5358,5358,0.00,237.82,1
in10_117.out,50,6270,6270,0.00,299.93,6270,6270,0.00,299.97,1
in10_118.out,50,5952,5964,0.20,988.9,5964,5964,0.00,14998.1,9
in10_119.out,50,5714,5716,0.04,1067.49,5716,5716,0.00,1471.1,3
in10_120.out,50,5994,5996,0.03,685.47,5996,5996,0.00,871.94,3
in10_121.out,75,8360,8423,0.75,3416.8,8378,8423,0.54,28800,9
in10_122.out,75,8474,8606,1.56,2963.87,8543,8606,0.74,28800,11
in10_123.out,75,9243,9307,0.69,3444.47,9259,9307,0.52,28800,7
in10_124.out,75,8556,8628,0.84,2834.73,8609,8609,0.00,16238.3,9
in10_125.out,75,9503,9606,1.08,4836.83,9519,9606,0.91,28800,5
in10_126.out,75,8420,8575,1.84,3306.61,8454,8575,1.43,28800,9
in10_127.out,75,8535,8642,1.25,3569.11,8554,8642,1.03,28800,7
in10_128.out,75,9028,9095,0.74,3273.21,9046,9095,0.54,28800,7
in10_129.out,75,8719,8796,0.88,4550.81,8731,8796,0.74,28800,7
in10_130.out,75,8501,8529,0.33,1675.74,8527,8527,0.00,4392.24,3
in10_131.out,75,7974,8062,1.10,2797.95,8002,8049,0.59,28800,9
in10_132.out,75,9702,9792,0.93,4036.89,9728,9792,0.66,28800,9
in10_133.out,75,9001,9084,0.92,3431.24,9022,9084,0.69,28800,9
in10_134.out,75,8641,8719,0.90,3837.63,8658,8719,0.70,28800,9
in10_135.out,75,8644,8712,0.79,3571.39,8661,8712,0.59,28800,7
in10_136.out,75,9121,9178,0.62,3765.73,9158,9178,0.22,28800,5
in10_137.out,75,9527,9606,0.83,3151.74,9552,9606,0.57,28800,7
in10_138.out,75,9180,9235,0.60,4174.57,9195,9235,0.44,28800,5
in10_139.out,75,8969,9041,0.80,3977.08,9006,9041,0.39,28800,7
in10_140.out,75,8416,8546,1.54,3264.85,8445,8546,1.20,28800,9
in10_141.out,75,8522,8538,0.19,4546.73,8528,8528,0.00,17282.7,7
in10_142.out,75,7741,7762,0.27,3571.67,7747,7762,0.19,28800,7
in10_143.out,75,7929,7938,0.11,3345.99,7930,7930,0.00,15973.4,5
in10_144.out,75,8013,8028,0.19,4285.52,8019,8028,0.11,28800,5
in10_145.out,75,8529,8542,0.15,4877.69,8535,8537,0.02,28800,7
in10_146.out,75,8595,8621,0.30,3685.64,8602,8621,0.22,28800,5
in10_147.out,75,8242,8245,0.04,2644.89,8244,8244,0.00,3826.18,3
in10_148.out,75,8071,8088,0.21,4922.89,8076,8088,0.15,28800,5
in10_149.out,75,8620,8624,0.05,3537.25,8622,8622,0.00,4940.26,3
in10_150.out,75,7698,7727,0.38,4980.46,7706,7727,0.27,28800,5
in10_151.out,75,8615,8627,0.14,6706.55,8619,8619,0.00,12548.4,3
in10_152.out,75,7418,7432,0.19,3284.55,7424,7432,0.11,28800,9
in10_153.out,75,8775,8792,0.19,5853.49,8779,8792,0.15,28800,5
in10_154.out,75,7651,7671,0.26,4976.2,7661,7661,0.00,27571,11
in10_155.out,75,8405,8409,0.05,5108.04,8407,8407,0.00,8819.66,3
in10_156.out,75,7960,7976,0.20,3315.27,7964,7976,0.15,28800,7
in10_157.out,75,8205,8233,0.34,4619.81,8208,8233,0.30,28800,5
in10_158.out,75,8050,8074,0.30,6017.33,8054,8074,0.25,28800,5
in10_159.out,75,8475,8484,0.11,4776.76,8481,8484,0.04,28800,9
in10_160.out,75,7822,7847,0.32,3374.73,7826,7847,0.27,28800,7
in10_161.out,75,7376,7397,0.28,4662.53,7378,7397,0.26,28800,5
in10_162.out,75,7434,7448,0.19,5227.45,7438,7448,0.13,28800,7
in10_163.out,75,8303,8316,0.16,5839.12,8306,8316,0.12,28800,5
in10_164.out,75,8140,8167,0.33,6028.63,8144,8167,0.28,28800,5
in10_165.out,75,7758,7784,0.34,7294.78,7764,7784,0.26,28800,5
in10_166.out,75,7789,7813,0.31,5345.38,7792,7813,0.27,28800,5
in10_167.out,75,8238,8250,0.15,5584.54,8240,8250,0.12,28800,7
in10_168.out,75,8639,8653,0.16,4358.52,8644,8653,0.10,28800,5
in10_169.out,75,7529,7553,0.32,5563.86,7530,7553,0.31,28800,5
in10_170.out,75,8725,8745,0.23,4766.78,8728,8745,0.19,28800,5
in10_171.out,75,8299,8312,0.16,4942.93,8302,8312,0.12,28800,5
in10_172.out,75,8464,8475,0.13,4418.42,8466,8475,0.11,28800,5
in10_173.out,75,8070,8081,0.14,6296.91,8072,8072,0.00,24469.3,7
in10_174.out,75,7436,7455,0.26,4505.49,7442,7442,0.00,25026.6,7
in10_175.out,75,7859,7878,0.24,6611.51,7863,7878,0.19,28800,5
in10_176.out,75,8317,8326,0.11,5367.79,8318,8318,0.00,8608.93,3
in10_177.out,75,8779,8785,0.07,4193.73,8784,8784,0.00,12519,5
in10_178.out,75,8671,8694,0.27,9011.09,8674,8694,0.23,28800,5
in10_179.out,75,8355,8364,0.11,4072.19,8356,8356,0.00,22783.9,5
in10_180.out,75,7629,7648,0.25,6836.89,7633,7633,0.00,28763.4,9
in10_181.out,100,11100,11200,0.90,11304.6,11104,11200,0.86,28800,3
in10_182.out,100,11963,12111,1.24,13798.4,11963,12111,1.24,28800,1
in10_183.out,100,11990,12097,0.89,13333.7,11990,12097,0.89,28800,3
in10_184.out,100,12193,12266,0.60,10380.3,12202,12266,0.52,28800,3
in10_185.out,100,11458,11562,0.91,11242.8,11480,11562,0.71,28800,3
in10_186.out,100,11349,11482,1.17,11878.5,11349,11482,1.17,28800,3
in10_187.out,100,11650,11748,0.84,13215,11650,11748,0.84,28800,3
in10_188.out,100,12212,12345,1.09,12270.9,12212,12345,1.09,28800,3
in10_189.out,100,11528,11645,1.01,10109.1,11537,11645,0.94,28800,3
in10_190.out,100,11471,11605,1.17,9440.92,11484,11605,1.05,28800,3
in10_191.out,100,10760,10943,1.70,8439.48,10771,10943,1.60,28800,3
in10_192.out,100,11578,11643,0.56,10380.6,11586,11643,0.49,28800,5
in10_193.out,100,11669,11782,0.97,12989.7,11669,11782,0.97,28800,3
in10_194.out,100,10747,10932,1.72,11153.5,10747,10932,1.72,28800,3
in10_195.out,100,12166,12222,0.46,9018.71,12175,12222,0.39,28800,5
in10_196.out,100,12139,12219,0.66,14308.6,12139,12219,0.66,28800,3
in10_197.out,100,11170,11311,1.26,10582.5,11170,11311,1.26,28800,3
in10_198.out,100,12209,12421,1.74,14209.6,12209,12421,1.74,28800,1
in10_199.out,100,11821,11986,1.40,12567.8,11821,11986,1.40,28800,3
in10_200.out,100,11755,11826,0.60,8698.05,11782,11826,0.37,28800,5
in10_201.out,100,11677,11722,0.39,23798.4,11677,11722,0.39,28800,1
in10_202.out,100,9932,9959,0.27,13561,9932,9959,0.27,28800,3
in10_203.out,100,10170,10213,0.42,16415.7,10170,10213,0.42,28800,1
in10_204.out,100,10318,10345,0.26,14294.2,10318,10345,0.26,28800,3
in10_205.out,100,10170,10228,0.57,17176.4,10170,10228,0.57,28800,1
in10_206.out,100,10585,10623,0.36,15997,10585,10623,0.36,28800,3
in10_207.out,100,11233,11242,0.08,13340.9,11236,11242,0.05,28800,3
in10_208.out,100,9677,9735,0.60,13737.9,9677,9735,0.60,28800,3
in10_209.out,100,10990,11025,0.32,12914,10990,11025,0.32,28800,3
in10_210.out,100,10765,10779,0.13,12376.8,10769,10779,0.09,28800,3
in10_211.out,100,11419,11458,0.34,17485.1,11419,11458,0.34,28800,1
in10_212.out,100,10222,10269,0.46,17131.4,10222,10269,0.46,28800,1
in10_213.out,100,10409,10451,0.40,15381.9,10409,10451,0.40,28800,3
in10_214.out,100,10671,10701,0.28,13306.9,10673,10676,0.03,28800,3
in10_215.out,100,10947,10985,0.35,17620.1,10947,10985,0.35,28800,1
in10_216.out,100,11031,11072,0.37,14073.7,11031,11072,0.37,28800,3
in10_217.out,100,11145,11178,0.30,14603.9,11145,11178,0.30,28800,3
in10_218.out,100,10485,10520,0.33,15652.7,10485,10520,0.33,28800,3
in10_219.out,100,11253,11300,0.42,23274.2,11253,11300,0.42,28800,1
in10_220.out,100,11475,11499,0.21,22296.3,11475,11499,0.21,28800,1
in10_221.out,100,10682,10695,0.12,13675.4,10682,10695,0.12,28800,3
in10_222.out,100,11283,11311,0.25,21545.4,11283,11311,0.25,28800,1
in10_223.out,100,11142,11159,0.15,18853.7,11142,11159,0.15,28800,1
in10_224.out,100,10674,10712,0.36,15692,10674,10712,0.36,28800,1
in10_225.out,100,11076,11087,0.10,14338,11077,11077,0.00,20267.4,3
in10_226.out,100,9699,9733,0.35,22438.7,9699,9733,0.35,28800,1
in10_227.out,100,10876,10916,0.37,25547.8,10876,10916,0.37,28800,1
in10_228.out,100,10722,10744,0.21,13837,10722,10744,0.21,28800,3
in10_229.out,100,10540,10575,0.33,16261.6,10540,10575,0.33,28800,1
in10_230.out,100,10962,10988,0.24,21401.8,10962,10988,0.24,28800,1
in10_231.out,100,11125,11146,0.19,14172.8,11125,11146,0.19,28800,3
in10_232.out,100,10603,10621,0.17,13857.3,10603,10621,0.17,28800,3
in10_233.out,100,11001,11026,0.23,11009.8,11001,11026,0.23,28800,1
in10_234.out,100,12046,12072,0.22,20882.5,12046,12072,0.22,28800,1
in10_235.out,100,11602,11629,0.23,20865,11602,11629,0.23,28800,1
in10_236.out,100,10647,10665,0.17,16929.2,10647,10665,0.17,28800,1
in10_237.out,100,10581,10613,0.30,18478.9,10581,10613,0.30,28800,1
in10_238.out,100,11329,11357,0.25,23719.9,11329,11357,0.25,28800,1
in10_239.out,100,11887,11925,0.32,18891.5,11887,11925,0.32,28800,1
in10_240.out,100,10916,10945,0.27,20727.7,10916,10945,0.27,28800,1
in10_241.out,125,14408,14574,1.15,28800,14408,14574,1.15,28800,1
in10_242.out,125,13836,13947,0.80,28800,13836,13947,0.80,28800,1
in10_243.out,125,14490,14643,1.06,28800,14490,14643,1.06,28800,1
in10_244.out,125,14670,14949,1.90,28800,14670,14949,1.90,28800,1
in10_245.out,125,14695,14806,0.76,28800,14695,14806,0.76,28800,1
in10_246.out,125,14048,14196,1.05,28800,14048,14196,1.05,28800,1
in10_247.out,125,13918,14134,1.55,28800,13918,14134,1.55,28800,1
in10_248.out,125,13430,13676,1.83,28800,13430,13676,1.83,28800,1
in10_249.out,125,14527,14671,0.99,26143.2,14527,14671,0.99,28800,1
in10_250.out,125,13793,13941,1.07,25698.7,13793,13941,1.07,28800,1
in10_251.out,125,14619,14734,0.79,24332.3,14619,14734,0.79,28800,1
in10_252.out,125,13412,13708,2.21,28800,13412,13708,2.21,28800,1
in10_253.out,125,14110,14360,1.77,28800,14110,14360,1.77,28800,1
in10_254.out,125,13598,13844,1.81,28800,13598,13844,1.81,28800,1
in10_255.out,125,13798,13986,1.36,28800,13798,13986,1.36,28800,1
in10_256.out,125,15453,15739,1.85,28800,15453,15739,1.85,28800,1
in10_257.out,125,13865,13991,0.91,27364.6,13865,13991,0.91,28800,1
in10_258.out,125,14915,15017,0.68,26836.9,14915,15017,0.68,28800,1
in10_259.out,125,13776,13929,1.11,27041.4,13776,13929,1.11,28800,1
in10_260.out,125,13023,13373,2.69,28800,13023,13373,2.69,28800,1
in10_261.out,125,13558,13622,0.47,28800,13558,13622,0.47,28800,1
in10_262.out,125,12976,13036,0.46,28800,12976,13036,0.46,28800,1
in10_263.out,125,12444,12525,0.65,28800,12444,12525,0.65,28800,1
in10_264.out,125,12887,12950,0.49,28800,12887,12950,0.49,28800,1
in10_265.out,125,13680,13734,0.39,28800,13680,13734,0.39,28800,1
in10_266.out,125,11925,11997,0.60,28800,11925,11997,0.60,28800,1
in10_267.out,125,13042,13084,0.32,28800,13042,13084,0.32,28800,1
in10_268.out,125,14722,14771,0.33,28800,14722,14771,0.33,28800,1
in10_269.out,125,12897,12964,0.52,28800,12897,12964,0.52,28800,1
in10_270.out,125,13245,13298,0.40,28800,13245,13298,0.40,28800,1
in10_271.out,125,13032,13073,0.31,28800,13032,13073,0.31,28800,1
in10_272.out,125,14289,14352,0.44,28800,14289,14352,0.44,28800,1
in10_273.out,125,13028,13084,0.43,28800,13028,13084,0.43,28800,1
in10_274.out,125,13976,14048,0.52,28800,13976,14048,0.52,28800,1
in10_275.out,125,13590,13660,0.52,28800,13590,13660,0.52,28800,1
in10_276.out,125,14349,14413,0.45,28800,14349,14413,0.45,28800,1
in10_277.out,125,13783,13848,0.47,28800,13783,13848,0.47,28800,1
in10_278.out,125,13387,13441,0.40,28800,13387,13441,0.40,28800,1
in10_279.out,125,13582,13644,0.46,28800,13582,13644,0.46,28800,1
in10_280.out,125,13451,13516,0.48,28800,13451,13516,0.48,28800,1
in10_281.out,125,14326,14379,0.37,28800,14326,14379,0.37,28800,1
in10_282.out,125,13515,13545,0.22,28800,13515,13545,0.22,28800,1
in10_283.out,125,13415,13456,0.31,28800,13415,13456,0.31,28800,1
in10_284.out,125,13397,13434,0.28,28800,13397,13434,0.28,28800,1
in10_285.out,125,13542,13580,0.28,28800,13542,13580,0.28,28800,1
in10_286.out,125,13096,13149,0.40,28800,13096,13149,0.40,28800,1
in10_287.out,125,11228,11276,0.43,28800,11228,11276,0.43,28800,1
in10_288.out,125,12604,12653,0.39,28800,12604,12653,0.39,28800,1
in10_289.out,125,12752,12812,0.47,28800,12752,12812,0.47,28800,1
in10_290.out,125,13859,13899,0.29,28800,13859,13899,0.29,28800,1
in10_291.out,125,13409,13469,0.45,28800,13409,13469,0.45,28800,1
in10_292.out,125,11877,11919,0.35,28800,11877,11919,0.35,28800,1
in10_293.out,125,13602,13650,0.35,28800,13602,13650,0.35,28800,1
in10_294.out,125,11971,12018,0.39,28800,11971,12018,0.39,28800,1
in10_295.out,125,13077,13122,0.34,28800,13077,13122,0.34,28800,1
in10_296.out,125,13419,13471,0.39,28800,13419,13471,0.39,28800,1
in10_297.out,125,12841,12892,0.40,28800,12841,12892,0.40,28800,1
in10_298.out,125,13572,13635,0.46,28800,13572,13635,0.46,28800,1
in10_299.out,125,13655,13697,0.31,28800,13655,13697,0.31,28800,1
in10_300.out,125,13129,13180,0.39,28800,13129,13180,0.39,28800,1
in10_301.out,150,16377,16676,1.83,28800,16377,16676,1.83,28800,1
in10_302.out,150,17708,17914,1.16,28800,17708,17914,1.16,28800,1
in10_303.out,150,16301,16541,1.47,28800,16301,16541,1.47,28800,1
in10_304.out,150,16167,16340,1.07,28800,16167,16340,1.07,28800,1
in10_305.out,150,15679,15930,1.60,28800,15679,15930,1.60,28800,1
in10_306.out,150,17657,17938,1.59,28800,17657,17938,1.59,28800,1
in10_307.out,150,16211,16427,1.33,28800,16211,16427,1.33,28800,1
in10_308.out,150,16016,16187,1.07,28800,16016,16187,1.07,28800,1
in10_309.out,150,15121,15558,2.89,28800,15121,15558,2.89,28800,1
in10_310.out,150,17475,17683,1.19,28800,17475,17683,1.19,28800,1
in10_311.out,150,16458,16702,1.48,28800,16458,16702,1.48,28800,1
in10_312.out,150,16055,16420,2.27,28800,16055,16420,2.27,28800,1
in10_313.out,150,16634,16973,2.04,28800,16634,16973,2.04,28800,1
in10_314.out,150,16876,17155,1.65,28800,16876,17155,1.65,28800,1
in10_315.out,150,16426,16686,1.58,28800,16426,16686,1.58,28800,1
in10_316.out,150,16958,17254,1.75,28800,16958,17254,1.75,28800,1
in10_317.out,150,15597,15980,2.46,28800,15597,15980,2.46,28800,1
in10_318.out,150,17505,17704,1.14,28800,17505,17704,1.14,28800,1
in10_319.out,150,16041,16359,1.98,28800,16041,16359,1.98,28800,1
in10_320.out,150,17994,18187,1.07,28800,17994,18187,1.07,28800,1
in10_321.out,150,17470,17535,0.37,28800,17470,17535,0.37,28800,1
in10_322.out,150,16028,16098,0.44,28800,16028,16098,0.44,28800,1
in10_323.out,150,16099,16169,0.43,28800,16099,16169,0.43,28800,1
in10_324.out,150,16161,16253,0.57,28800,16161,16253,0.57,28800,1
in10_325.out,150,17278,17362,0.49,28800,17278,17362,0.49,28800,1
in10_326.out,150,15625,15695,0.45,28800,15625,15695,0.45,28800,1
in10_327.out,150,16629,16724,0.57,28800,16629,16724,0.57,28800,1
in10_328.out,150,15646,15739,0.59,28800,15646,15739,0.59,28800,1
in10_329.out,150,15364,15443,0.51,28800,15364,15443,0.51,28800,1
in10_330.out,150,15840,15935,0.60,28800,15840,15935,0.60,28800,1
in10_331.out,150,15065,15140,0.50,28800,15065,15140,0.50,28800,1
in10_332.out,150,15765,15855,0.57,28800,15765,15855,0.57,28800,1
in10_333.out,150,16518,16588,0.42,28800,16518,16588,0.42,28800,1
in10_334.out,150,15439,15523,0.54,28800,15439,15523,0.54,28800,1
in10_335.out,150,15726,15803,0.49,28800,15726,15803,0.49,28800,1
in10_336.out,150,15168,15261,0.61,28800,15168,15261,0.61,28800,1
in10_337.out,150,16674,16767,0.56,28800,16674,16767,0.56,28800,1
in10_338.out,150,16306,16394,0.54,28800,16306,16394,0.54,28800,1
in10_339.out,150,15416,15491,0.49,28800,15416,15491,0.49,28800,1
in10_340.out,150,16436,16506,0.43,28800,16436,16506,0.43,28800,1
in10_341.out,150,15079,15147,0.45,28800,15079,15147,0.45,28800,1
in10_342.out,150,16198,16261,0.39,28800,16198,16261,0.39,28800,1
in10_343.out,150,16331,16401,0.43,28800,16331,16401,0.43,28800,1
in10_344.out,150,14443,14503,0.42,28800,14443,14503,0.42,28800,1
in10_345.out,150,15922,15996,0.46,28800,15922,15996,0.46,28800,1
in10_346.out,150,15421,15477,0.36,28800,15421,15477,0.36,28800,1
in10_347.out,150,16841,16912,0.42,28800,16841,16912,0.42,28800,1
in10_348.out,150,16387,16449,0.38,28800,16387,16449,0.38,28800,1
in10_349.out,150,15970,16037,0.42,28800,15970,16037,0.42,28800,1
in10_350.out,150,15265,15337,0.47,28800,15265,15337,0.47,28800,1
in10_351.out,150,15004,15062,0.39,28800,15004,15062,0.39,28800,1
in10_352.out,150,15929,15999,0.44,28800,15929,15999,0.44,28800,1
in10_353.out,150,16694,16774,0.48,28800,16694,16774,0.48,28800,1
in10_354.out,150,15183,15242,0.39,28800,15183,15242,0.39,28800,1
in10_355.out,150,15770,15845,0.48,28800,15770,15845,0.48,28800,1
in10_356.out,150,16199,16273,0.46,28800,16199,16273,0.46,28800,1
in10_357.out,150,15325,15378,0.35,28800,15325,15378,0.35,28800,1
in10_358.out,150,15746,15824,0.50,28800,15746,15824,0.50,28800,1
in10_359.out,150,15408,15489,0.53,28800,15408,15489,0.53,28800,1
in10_360.out,150,16237,16325,0.54,28800,16237,16325,0.54,28800,1
in14_001.out,25,3764,3764,0.00,27.74,3764,3764,0.00,27.76,1
in14_002.out,25,3542,3542,0.00,45.6,3542,3542,0.00,45.6,1
in14_003.out,25,4350,4350,0.00,42.56,4350,4350,0.00,42.57,1
in14_004.out,25,3972,3972,0.00,22.9,3972,3972,0.00,22.91,1
in14_005.out,25,4139,4139,0.00,21.85,4139,4139,0.00,21.86,1
